Districts,weight,humidity,temperature,quality,month
Thanjavur,1026.023071,42.58989736,71.94670397,1,September
Theni,980.358089,44.05246293,70.91400391,0,October
Thoothukudi (Tuticorin),952.0716417,34.2094422,71.95852356,1,November
Tiruchirappalli (Trichy),1025.556665,28.70479134,68.68030419,0,December
Tirunelveli,987.8006067,32.52504209,74.29533344,0,January
Tirupathur,1013.576372,40.41690874,71.41864242,1,February
Tiruppur,972.3682594,31.38618409,65.32402388,1,March
Tiruvallur,963.9929356,27.44210234,66.55455243,1,April
Tiruvannamalai,974.6128448,35.1059829,72.1652324,1,May
Tiruvarur,988.1935288,37.41723542,74.49271415,1,June
Vellore,983.8516712,43.31073138,72.67797255,1,July
Viluppuram,953.0988084,41.50430575,74.30483515,1,August
Virudhunagar,986.4294737,25.20333873,73.88410182,1,September
Ariyalur,977.6930373,35.62703576,66.14606396,1,October
Chengalpattu,1023.472757,33.79393741,74.72964148,1,November
Chennai,1049.060864,28.99304107,72.78327651,0,December
Coimbatore,1019.15475,37.2770766,74.54206462,0,January
Cuddalore,1011.478672,31.73935129,70.8930658,1,February
Dharmapuri,993.6134229,36.80566614,69.06067938,1,March
Dindigul,961.7741253,28.55166757,70.90030385,0,April
Erode,952.8535562,34.9192406,67.82637617,0,May
Kallakurichi,1041.295509,42.48538197,68.43452263,1,June
Kanniyakumari,993.852113,44.08749558,67.67617968,0,July
Kancheepuram,1021.409507,40.79283621,68.88817648,1,August
Mayiladuthurai,968.9347308,41.86728309,73.25588428,1,September
Karur,951.8294459,29.78510365,72.86721813,0,October
Krishnagiri,1002.383201,31.72648517,71.59722578,1,November
Madurai,1042.046422,25.72655252,65.41337018,0,December
Nagapattinam,992.0060474,34.53442863,72.92329961,1,January
Namakkal,970.2252402,40.27808259,71.14227531,1,February
Nilgiris (Udhagamandalam/Ooty),1023.376332,25.9383527,66.23237035,0,March
Perambalur,984.010014,29.82014424,72.86771188,1,April
Pudukkottai,992.2678754,42.60718531,69.26855569,1,May
Ramanathapuram,953.5470544,42.29493557,71.75896453,1,June
Ranipet,974.4575583,29.34587443,72.33487101,1,July
Sivaganga,993.4776519,31.65302757,72.97061077,1,August
Tenkasi,976.3624528,40.24847318,74.62025358,1,September
Thanjavur,1049.925629,37.16110806,67.47984663,0,October
Theni,973.8159945,26.67032238,68.94984464,1,November
Thoothukudi (Tuticorin),1047.526059,41.43180808,67.01960702,0,December
Tiruchirappalli (Trichy),976.9405112,27.85671453,65.20347725,0,January
Tirunelveli,978.1955319,27.62221849,69.01549394,1,February
Tiruppur,1018.288569,28.19603871,71.94341209,0,March
Tiruvallur,959.2239089,26.41256013,68.23782613,1,April
Tiruvannamalai,1040.381255,31.65115414,68.62529165,1,May
Tiruvarur,1022.892425,28.82486723,65.26906405,0,June
Vellore,996.8772664,25.42184201,72.75803416,1,July
Viluppuram,1010.527803,42.24917152,67.47879386,1,August
Virudhunagar,962.5447366,29.68659733,70.956437,1,September
Ariyalur,996.0081114,36.11013487,71.41022512,1,October
Chengalpattu,1029.630426,28.14748046,69.02978661,1,November
Chennai,961.1970052,33.54630421,66.30800645,0,December
Coimbatore,1002.308261,37.56678765,74.94186506,0,January
Cuddalore,990.8388247,31.65086312,73.96838422,1,February
Dharmapuri,1029.382631,29.07996726,67.08924329,1,March
Dindigul,1044.308894,27.69122938,74.91349362,1,April
Erode,975.7861208,25.73753765,70.22575883,0,May
Kallakurichi,1011.311136,43.72219601,65.69539517,1,June
Kanniyakumari,984.9469634,29.20898683,73.2139985,1,July
Kancheepuram,1031.12092,32.19502483,67.08857719,0,August
Mayiladuthurai,1021.514172,36.82607136,74.30302374,1,September
Karur,993.1185028,39.43059753,65.46223847,1,October
Krishnagiri,968.8365562,28.59734619,72.17385982,1,November
Madurai,1022.890345,28.79155948,74.36767403,0,December
Nagapattinam,1045.018514,30.8740371,65.19946078,1,January
Namakkal,1032.607317,40.91957094,66.0204066,1,February
Nilgiris (Udhagamandalam/Ooty),1048.932377,35.42645773,70.86696037,1,March
Perambalur,986.9488532,37.22786645,74.4077129,1,April
Pudukkottai,1010.076972,44.45553971,74.8789854,0,May
Ramanathapuram,987.8884479,38.39627557,70.90759183,1,June
Salem,1038.059515,42.18970631,72.61097338,1,July
Sivaganga,1041.998625,39.39515962,68.80501342,1,August
Tenkasi,973.3815363,34.72315646,71.81963272,0,September
Thanjavur,970.9394451,28.25321832,67.57982438,1,October
Theni,964.6475441,31.96849461,73.75109412,1,November
Thoothukudi (Tuticorin),1006.252578,38.92688036,65.51277391,1,December
Tiruchirappalli (Trichy),1046.253927,32.44847918,72.59367751,1,January
Tirunelveli,955.6539808,26.5153079,68.64500375,1,February
Tirupathur,1004.305427,35.89346524,71.38463902,0,March
Tiruppur,1018.139478,35.57718163,74.79145721,0,April
Tiruvallur,984.5043307,33.1588749,73.04915101,1,May
Tiruvannamalai,984.1522091,41.49867841,66.57267891,1,June
Tiruvarur,989.6669365,37.45911508,68.83543831,1,July
Vellore,960.60478,25.41309305,70.3566496,0,August
Viluppuram,988.5404959,28.88239021,68.52813311,1,September
Ariyalur,998.7468454,43.93257287,71.45802999,1,October
Chengalpattu,1007.581811,39.06994892,70.17572184,1,November
Chennai,1024.163592,34.66689636,74.51223346,1,December
Coimbatore,1047.180181,40.23365435,67.00371634,0,January
Dharmapuri,975.8872054,42.91789072,71.53950691,1,February
Dindigul,1008.669401,44.60980672,70.75621924,1,March
Erode,1042.152635,32.17842574,69.82629675,0,April
Kallakurichi,964.761733,25.46132466,74.03098349,1,May
Kanniyakumari,1040.966723,42.93100866,72.43762645,1,June
Kancheepuram,985.1910056,40.18516151,68.23138842,1,July
Mayiladuthurai,1000.021498,36.7024841,73.79210267,1,August
Karur,952.7581429,40.20915121,69.21055602,1,September
Krishnagiri,975.2968274,30.11389361,65.97091571,0,October
Madurai,1030.601871,34.21758599,69.03564247,0,November
Nagapattinam,1047.65011,44.16610152,69.57001503,1,December
Namakkal,1017.827032,25.09000746,72.4595017,1,January
Nilgiris (Udhagamandalam/Ooty),1010.795482,29.40274339,69.0304538,0,February
Perambalur,959.3086709,28.55275506,71.59638626,1,March
Pudukkottai,996.9584937,41.18239879,73.68192416,1,April
Ramanathapuram,1039.793961,29.3687056,72.37707795,1,May
Ranipet,1043.496592,34.25894677,69.72589363,1,June
Salem,1027.63547,35.6518539,70.61319848,1,July
Sivaganga,953.8754577,33.08736049,68.09408197,0,August
Tenkasi,980.5219253,44.71534752,68.56838663,1,September
Thanjavur,989.8734096,37.7335631,70.33004018,1,October
Theni,970.2415667,37.72286096,73.97697154,1,November
Thoothukudi (Tuticorin),1016.814703,44.39633357,69.78840091,1,December
Tiruchirappalli (Trichy),1021.942457,37.49341282,67.80924844,1,January
Tirunelveli,1008.042664,28.97154608,68.07395481,1,February
Tirupathur,1012.587303,34.51353814,65.00051368,1,March
Tiruppur,1045.037908,30.33488202,72.29515962,0,April
Tiruvallur,964.5940401,38.18254057,70.07710337,1,May
Tiruvannamalai,998.7467212,28.8230246,70.57622753,1,June
Tiruvarur,1028.701776,27.1422795,69.6929731,1,July
Vellore,970.3745734,29.27419539,68.38620796,0,August
Viluppuram,973.5611335,38.86580391,69.17257202,1,September
Virudhunagar,1023.674751,31.41927956,67.30708344,1,October
Chengalpattu,1018.394773,32.33859244,70.44763313,1,November
Chennai,1036.168124,34.0231898,66.32139632,0,December
Coimbatore,1045.999473,40.85463303,68.49719834,0,January
Cuddalore,976.1331234,30.22540475,70.20754519,1,February
Dindigul,951.6231163,36.14023025,66.6939656,1,March
Erode,1046.85478,43.61196073,72.07616893,0,April
Kallakurichi,963.4498509,39.78993524,69.66461917,1,May
Kanniyakumari,969.049425,36.22840622,74.64582254,1,June
Kancheepuram,970.462849,42.68867349,74.01937041,1,July
Mayiladuthurai,979.1750932,30.82066683,72.59182899,1,August
Karur,978.2058318,35.19143573,70.18919316,0,September
Krishnagiri,977.4031013,30.9634995,65.17330346,1,October
Madurai,985.7319398,44.49776615,65.76891535,0,November
Nagapattinam,1044.325236,40.66365441,68.49105776,1,December
Nilgiris (Udhagamandalam/Ooty),1005.473707,42.37122447,67.56665384,1,January
Perambalur,981.4669494,33.12647705,71.56389168,1,February
Pudukkottai,1003.137032,30.4971877,73.5288267,1,March
Ramanathapuram,994.8368132,28.38391206,72.43390638,1,April
Ranipet,1027.538744,44.97092599,66.22516045,1,May
Salem,1006.677217,32.68500671,69.69120363,1,June
Sivaganga,1020.871238,44.06315735,70.28941829,0,July
Tenkasi,1027.082315,32.79334466,73.42318145,1,August
Thanjavur,977.9723984,38.52371755,67.70044788,1,September
Theni,1018.570749,32.65035433,67.89313396,1,October
Thoothukudi (Tuticorin),967.2858914,32.29842819,72.53643476,1,November
Tiruchirappalli (Trichy),1033.722383,28.30755697,70.62644334,0,December
Tirunelveli,951.3086604,25.27718174,73.80358357,1,January
Tirupathur,1029.730213,40.38751098,69.80536168,1,February
Tiruppur,1034.190677,27.60373598,68.4239327,0,March
Tiruvallur,1043.095041,37.32826135,68.19780187,1,April
Tiruvannamalai,987.7831837,34.63713066,72.15146951,1,May
Tiruvarur,1039.715909,34.21862056,68.3249262,1,June
Vellore,957.8986936,27.51308831,74.31653006,0,July
Viluppuram,1001.543003,34.33410193,65.5737974,1,August
Virudhunagar,1020.102461,30.17800181,71.91614257,1,September
Ariyalur,972.1598296,27.33908319,73.49226153,1,October
Chennai,1010.570291,38.68242088,72.93447007,0,November
Coimbatore,1008.265847,32.87034821,74.49778216,0,December
Cuddalore,1000.182881,40.65808488,69.41416656,1,January
Dharmapuri,1039.103042,37.77886947,70.72857077,1,February
Erode,1045.259554,42.94700046,68.99409351,0,March
Kallakurichi,980.5437811,25.8086803,69.17307172,1,April
Kanniyakumari,981.3699252,44.67543613,74.03819536,1,May
Kancheepuram,1018.310771,30.90772997,69.52884042,1,June
Mayiladuthurai,983.2783323,42.31858253,68.39978452,1,July
Karur,988.9634478,27.69529614,69.39008271,1,August
Krishnagiri,970.910443,44.94611791,71.79015884,0,September
Madurai,1029.193439,29.16972259,73.51452299,0,October
Nagapattinam,974.1491626,44.54207141,74.42881682,1,November
Namakkal,1046.500135,32.00489844,73.15636675,1,December
Nilgiris (Udhagamandalam/Ooty),950.8600541,29.34214588,66.89145217,1,January
Perambalur,1040.446671,30.81459448,72.14509393,1,February
Pudukkottai,1044.89556,34.33221974,74.33897193,0,March
Ramanathapuram,1037.110907,27.23871845,67.61114592,1,April
Ranipet,1007.266754,29.3558141,71.33832096,1,May
Salem,994.7734976,29.17032152,65.29792567,1,June
Sivaganga,991.955082,26.53155246,66.44591388,1,July
Tenkasi,1035.210452,36.71372386,74.62301522,1,August
Thanjavur,975.8596674,30.89145185,67.81537681,1,September
Theni,951.2141456,41.26235227,72.79465782,1,October
Thoothukudi (Tuticorin),975.8894341,36.05376946,66.87314175,1,November
Tiruchirappalli (Trichy),1036.061833,43.06030576,68.24951027,1,December
Tirunelveli,1041.235131,33.41277331,70.48053738,1,January
Tiruppur,951.5096057,38.99924682,65.70021086,0,February
Tiruvallur,988.1987332,40.01707209,67.31187299,0,March
Tiruvannamalai,1049.419969,44.35877985,68.72645218,1,April
Tiruvarur,1006.954078,42.46420073,66.54376733,1,May
Vellore,950.3968739,25.16719775,67.31065843,1,June
Viluppuram,1020.455057,43.25202091,74.66907174,0,July
Virudhunagar,1004.133255,30.22877738,66.70676238,1,August
Ariyalur,1026.903449,26.11728562,74.72808205,1,September
Chengalpattu,1040.517187,30.98834835,70.06508216,1,October
Chennai,1010.658698,37.12796158,71.73549986,0,November
Cuddalore,986.6786235,28.45025821,66.73661604,1,December
Dharmapuri,1030.22613,40.78971672,67.04075123,1,January
Dindigul,954.0881798,40.10595571,69.10084702,1,February
Erode,1033.512889,39.06122777,73.34803456,0,March
Kallakurichi,958.6207384,34.0627985,66.82528397,1,April
Kanniyakumari,975.4171262,40.63068095,70.94582208,1,May
Kancheepuram,990.4567435,43.60164791,73.11131815,1,June
Mayiladuthurai,1004.126072,33.68692508,71.43750934,1,July
Karur,1036.611027,35.4852145,65.5653735,1,August
Madurai,981.6813104,41.31852983,72.7246883,0,September
Nagapattinam,1012.269268,30.69415888,69.45174908,1,October
Namakkal,986.9732416,43.3549119,66.61757277,1,November
Nilgiris (Udhagamandalam/Ooty),962.7289848,41.31775832,74.02442964,0,December
Perambalur,989.3827057,31.3837739,65.2087338,1,January
Pudukkottai,979.8248007,41.32391705,73.08787617,1,February
Ramanathapuram,962.5421235,41.66481127,69.81941789,1,March
Ranipet,1049.702827,34.5134806,72.54261646,1,April
Salem,1026.251698,27.46307108,72.30800616,0,May
Sivaganga,969.8464761,40.28925012,72.04609796,1,June
Tenkasi,985.0482541,25.94225381,72.34311824,1,July
Thoothukudi (Tuticorin),1037.677245,28.81175293,67.91691905,0,August
Tiruchirappalli (Trichy),1040.493319,33.70672181,68.94964448,1,September
Tirunelveli,1043.063164,38.20854156,66.76495963,1,October
Tirupathur,970.1806628,30.62162696,73.04644089,1,November
Tiruppur,995.9832795,32.22873552,72.6221424,0,December
Tiruvallur,1048.339652,31.20089491,66.33842267,1,January
Tiruvannamalai,1019.753553,38.57171631,70.37267395,1,February
Tiruvarur,990.3488925,38.31530017,73.36834734,1,March
Vellore,961.3970853,26.22838297,72.50997671,0,April
Viluppuram,1007.4066,25.97237756,67.69412794,1,May
Virudhunagar,952.5752165,34.80144082,65.75156257,1,June
Ariyalur,997.8544107,38.81796771,68.84095541,1,July
Chengalpattu,986.2163402,41.14593013,69.19058326,1,August
Chennai,955.1907712,25.01395319,71.27525492,0,September
Coimbatore,1044.792896,43.58415452,68.62353043,0,October
Dharmapuri,1016.802843,30.48682181,70.1807939,1,November
Dindigul,964.190521,27.62714036,74.30924407,0,December
Erode,980.3716373,34.14087157,72.4920684,0,January
Kallakurichi,1029.865187,32.12940352,65.05067445,1,February
Kanniyakumari,961.822194,33.37584126,66.22909106,1,March
Kancheepuram,1014.833284,38.58239718,72.88354606,1,April
Karur,1003.163961,36.20749889,70.83815374,1,May
Krishnagiri,1006.269497,25.43048166,70.29678336,1,June
Madurai,1031.517204,38.52511969,65.70331476,0,July
Nagapattinam,959.0642901,41.29877033,71.69283621,1,August
Namakkal,979.8227366,41.04747551,72.71594073,1,September
Nilgiris (Udhagamandalam/Ooty),1026.712473,35.58224328,70.85243012,1,October
Perambalur,1045.322944,29.24608906,71.50170551,1,November
Pudukkottai,1007.84687,31.71852332,72.6059139,0,December
Ramanathapuram,986.8516455,33.45204697,67.83657992,1,January
Ranipet,972.2413936,37.77093122,74.20254051,1,February
Salem,977.207923,39.20693567,72.15048702,1,March
Sivaganga,966.6026135,34.23719164,73.65688259,0,April
Tenkasi,1022.205989,30.40179511,69.56030123,1,May
Thanjavur,1002.217395,42.81785208,70.09270649,1,June
Theni,1010.94367,40.88737808,70.74471041,1,July
Thoothukudi (Tuticorin),997.0800844,44.34892165,74.32722161,1,August
Tiruchirappalli (Trichy),1042.875588,29.21966007,66.3573142,1,September
Tirunelveli,974.6038013,29.12517524,65.98726739,1,October
Tirupathur,954.2615487,31.52881289,66.9411727,1,November
Tiruppur,981.1989241,28.31765664,68.94975846,0,December
Tiruvallur,1009.729902,38.75664587,74.1195144,1,January
Tiruvannamalai,980.5724122,25.16717105,68.58161968,1,February
Tiruvarur,1003.469161,27.47260675,68.23898587,1,March
Vellore,1036.992916,39.72491993,68.50131933,1,April
Viluppuram,1041.250032,41.82991932,70.40360881,1,May
Virudhunagar,953.5412263,35.47928576,70.85699775,1,June
Ariyalur,1003.792065,35.41011226,67.67888392,1,July
Chengalpattu,1033.983778,35.71869328,69.83258133,1,August
Chennai,1049.817835,34.14673342,69.05517811,0,September
Coimbatore,1029.403212,34.62822666,65.25428695,0,October
Cuddalore,1024.028454,34.78033009,69.96605426,1,November
Dharmapuri,950.8493542,38.40315778,65.17639656,0,December
Dindigul,965.751622,31.83849863,69.34852334,1,January
Erode,1043.007003,43.63669257,70.37617621,0,February
Kallakurichi,999.2717986,32.9681982,72.03736666,1,March
Kanniyakumari,1011.517235,41.66872007,72.29969326,1,April
Kancheepuram,1031.02647,44.83825464,73.17796154,0,May
Mayiladuthurai,1044.468178,36.94621183,65.73701789,1,June
Karur,1024.512693,43.1787879,71.54334724,1,July
Krishnagiri,1044.818986,42.12504165,70.87888251,0,August
Madurai,1044.545187,37.31207452,74.8108449,0,September
Nagapattinam,974.2267627,36.77355208,67.29585272,1,October
Namakkal,1034.43239,38.84147909,70.20565485,1,November
Nilgiris (Udhagamandalam/Ooty),975.4196576,35.20144994,65.49412042,1,December
Perambalur,952.1075545,25.72020993,71.4266245,0,January
Pudukkottai,1016.003573,27.89515286,73.06018376,1,February
Ramanathapuram,1047.072572,28.144741,65.67520457,1,March
Ranipet,1024.771523,34.72293552,69.70671923,1,April
Salem,974.3363708,35.19476838,68.86771066,0,May
Sivaganga,1045.024016,39.97248396,68.60374801,1,June
Tenkasi,953.1668973,26.69826376,74.73954565,1,July
Thanjavur,1003.462831,35.43222182,66.15074504,1,August
Theni,985.2538974,32.69952328,73.42807141,1,September
Thoothukudi (Tuticorin),989.4380205,37.0826482,72.07234914,1,October
Tiruchirappalli (Trichy),1025.671742,34.12840272,67.18902768,0,November
Tirunelveli,972.3158533,32.20279059,73.16644557,1,December
Tirupathur,992.7781942,26.06611834,68.82926496,1,January
Tiruppur,958.2823305,39.33831692,67.66963465,0,February
Tiruvallur,989.4030709,33.78082742,65.92896577,1,March
Tiruvannamalai,1002.432344,44.07085525,71.61781031,1,April
Tiruvarur,1011.903427,25.79667792,66.12493417,1,May
Vellore,1014.306801,40.83247125,66.38382911,1,June
Viluppuram,1016.312756,31.00758483,65.01365496,1,July
Virudhunagar,1049.8095,31.67894757,71.476422,1,August
Ariyalur,982.4145318,41.57532356,71.50214622,1,September
Chengalpattu,998.1161686,29.16600851,65.22595786,1,October
Chennai,998.7722658,26.63114164,67.47733912,1,November
Coimbatore,1011.00033,32.93228878,65.19578134,0,December
Cuddalore,979.6635072,39.02107925,66.04876478,1,January
Dharmapuri,1025.913683,44.2032198,67.90067072,1,February
Dindigul,1020.807557,38.11912592,73.42989195,1,March
Erode,952.9175294,36.4974514,67.7301856,0,April
Kallakurichi,1021.482956,43.42093099,68.28575863,1,May
Kanniyakumari,1011.170114,30.60051679,71.40752788,1,June
Kancheepuram,964.8110117,31.81457257,70.31769014,1,July
Mayiladuthurai,1011.926992,31.46410402,74.97737911,1,August
Karur,951.043354,28.04651998,67.55307444,0,September
Krishnagiri,1039.347872,41.84108502,66.91414266,1,October
Madurai,1003.263725,36.90624422,65.37571194,0,November
Nagapattinam,978.2593169,25.05429695,66.06926157,1,December
Namakkal,996.7478801,25.94722819,71.21169065,0,January
Nilgiris (Udhagamandalam/Ooty),1029.522971,26.46648139,72.73725331,1,February
Perambalur,991.4829588,42.44199097,68.19787373,1,March
Pudukkottai,1046.942134,34.17398974,72.15070216,1,April
Ramanathapuram,1007.475443,26.33702571,74.61532886,1,May
Ranipet,1019.069924,26.01641572,70.34651784,1,June
Salem,1030.363838,35.22953925,66.04867415,0,July
Sivaganga,1044.601006,38.82066787,67.80300077,1,August
Thanjavur,961.9235136,29.18160064,72.32736096,1,September
Theni,976.8068877,36.18603694,68.11553119,1,October
Thoothukudi (Tuticorin),1049.826279,37.83863552,65.65650244,1,November
Tiruchirappalli (Trichy),1034.292524,35.2201789,72.17806461,1,December
Tirunelveli,977.4672634,30.96244037,72.44875876,1,January
Tirupathur,1002.785658,30.51304462,68.79411926,1,February
Tiruppur,984.8008008,28.39416155,71.25895359,0,March
Tiruvallur,998.7171048,39.92444301,66.80129402,1,April
Tiruvannamalai,997.3087193,34.07776783,71.78266322,1,May
Tiruvarur,987.3674656,31.82640817,74.80702161,1,June
Vellore,971.7991988,43.31274703,74.03755864,0,July
Viluppuram,1034.377788,33.04537167,66.86735404,1,August
Virudhunagar,1033.758736,33.74453378,70.42867327,1,September
Ariyalur,1002.897842,31.76554378,65.67541272,1,October
Chengalpattu,1013.828611,39.56178645,68.64343552,0,November
Chennai,966.603693,38.9885656,74.95648687,0,December
Coimbatore,999.2259957,42.1617571,74.6667417,0,January
Cuddalore,1043.05959,29.35256188,68.04475186,1,February
Dindigul,1046.151839,39.11305419,74.5741584,0,March
Erode,1017.687388,40.79531953,71.95240489,0,April
Kallakurichi,1014.655076,36.96076535,69.98683964,1,May
Kanniyakumari,1005.830793,29.74378151,72.38272244,1,June
Kancheepuram,1024.113968,29.90780889,68.19865604,1,July
Mayiladuthurai,982.8221051,25.45292842,65.52749106,1,August
Karur,1000.025492,36.6186543,74.21824913,1,September
Krishnagiri,983.2111241,28.25001062,69.62497547,1,October
Madurai,1017.918687,32.45490087,68.21903244,0,November
Nagapattinam,1022.089115,35.57594503,65.08876636,1,December
Namakkal,1036.823721,33.29099349,67.05934692,1,January
Nilgiris (Udhagamandalam/Ooty),965.224178,36.32267615,68.00386205,0,February
Perambalur,991.1425463,30.44765743,65.00767752,1,March
Pudukkottai,998.2687384,30.22494618,65.15304716,1,April
Ramanathapuram,1019.78587,26.16970688,65.28329683,1,May
Ranipet,978.0699334,43.52987481,74.60960127,0,June
Salem,1034.355643,25.97008185,72.18315541,1,July
Sivaganga,966.939467,34.03573513,72.49397448,1,August
Tenkasi,1035.313468,26.30692312,73.32708165,1,September
Thanjavur,1023.713685,34.58531005,71.33430733,1,October
Theni,1025.180061,38.08906664,74.64588233,1,November
Thoothukudi (Tuticorin),1004.908666,40.09254749,66.47425659,0,December
Tiruchirappalli (Trichy),1030.228714,41.26710357,74.87274157,1,January
Tirunelveli,1041.344467,28.34969944,72.47647465,1,February
Tirupathur,973.4417298,33.6666347,69.39837308,1,March
Tiruppur,1003.897957,41.22772382,71.60688801,0,April
Tiruvallur,1022.211538,36.72257543,66.23024193,1,May
Tiruvannamalai,1000.576303,39.00157853,74.0303203,1,June
Tiruvarur,978.9086577,32.37133744,66.7247202,1,July
Vellore,990.2713124,33.49587846,71.62687432,1,August
Viluppuram,1032.278375,29.97817563,69.90068726,1,September
Virudhunagar,1047.987488,39.77634132,65.88054141,1,October
Ariyalur,990.1502392,41.97523246,71.84399513,1,November
Chengalpattu,982.6809825,40.15338161,67.7184602,0,December
Chennai,989.3894687,36.92091823,65.56370222,0,January
Coimbatore,1003.315685,40.96977877,65.77883686,0,February
Cuddalore,1035.155002,42.13339076,72.0078016,1,March
Dharmapuri,962.8283181,29.80125349,67.46810479,1,April
Dindigul,985.4602294,26.23826344,66.47356205,1,May
Erode,989.8710571,26.35677977,67.49627266,0,June
Kallakurichi,1026.26497,34.4357039,71.24608509,1,July
Kanniyakumari,951.5390383,39.4221695,68.40843413,1,August
Kancheepuram,1035.84601,33.79882064,71.31119617,1,September
Karur,997.9035226,42.11529349,69.81479537,1,October
Krishnagiri,1040.967355,27.63047952,74.41686933,0,November
Madurai,950.3882015,38.35294588,67.05896563,0,December
Nagapattinam,986.9257768,41.39332497,67.12495546,1,January
Namakkal,975.5646669,37.34680753,69.73705007,0,February
Nilgiris (Udhagamandalam/Ooty),1028.74855,42.39572151,68.26139479,1,March
Perambalur,971.8567579,37.95279424,71.97424991,1,April
Pudukkottai,989.0260849,44.49224231,65.85233154,1,May
Ramanathapuram,999.0415621,25.46935888,66.85884269,1,June
Salem,1044.502158,33.68498879,68.13625616,1,July
Sivaganga,992.1459509,36.11350881,68.36898556,1,August
Tenkasi,981.4435188,29.60412085,68.17755718,1,September
Thanjavur,1032.612238,44.70815784,68.09357512,1,October
Theni,1028.530949,43.57404131,69.73303405,1,November
Tiruchirappalli (Trichy),1034.779733,29.32083312,68.58930945,0,December
Tirunelveli,960.8282808,31.77363553,70.91831133,1,January
Tirupathur,998.3381659,44.38296531,73.99508189,1,February
Tiruppur,1007.025808,30.24940323,67.54704648,0,March
Tiruvallur,970.9574971,35.29597647,68.87863624,1,April
Tiruvannamalai,975.1734302,36.38261632,73.42329899,1,May
Tiruvarur,953.52225,35.62183343,65.41678258,1,June
Vellore,1024.624333,39.24981349,68.16412108,1,July
Viluppuram,963.2296969,32.46431249,66.42344696,1,August
Virudhunagar,1018.175534,27.68571978,70.46799432,1,September
Ariyalur,952.646871,32.38746502,66.17922899,1,October
Chengalpattu,1014.458848,37.10186833,70.62410264,1,November
Chennai,994.1336332,38.30740168,66.0912113,0,December
Coimbatore,984.3697111,27.08080975,70.00411065,0,January
Cuddalore,991.108799,27.1232073,65.81575191,1,February
Dharmapuri,1018.2602,30.67790196,66.86895711,1,March
Dindigul,977.6943999,37.69846572,71.0106471,1,April
Erode,1022.206774,37.16117977,68.898173,0,May
Kallakurichi,1047.648836,43.98541842,67.41392108,1,June
Kanniyakumari,964.9539902,26.82595204,73.63506603,1,July
Kancheepuram,976.8313111,26.86388209,73.10652148,1,August
Mayiladuthurai,980.3557347,26.88202835,68.54412713,1,September
Karur,972.8884135,26.33390262,69.28493184,1,October
Krishnagiri,982.0556927,35.06514757,67.11391323,0,November
Madurai,1034.270702,27.90806455,66.11331085,0,December
Nagapattinam,971.2569269,38.68343737,72.61379865,1,January
Namakkal,1027.350375,33.5047663,65.39174899,1,February
Nilgiris (Udhagamandalam/Ooty),999.2373126,32.33203908,65.40512692,0,March
Perambalur,1037.944313,26.13102739,66.25700766,1,April
Pudukkottai,988.6084312,36.37799126,66.95855737,0,May
Ramanathapuram,999.8287394,37.91919386,72.39614738,1,June
Ranipet,1016.168087,39.86554108,70.502879,1,July
Salem,952.1351403,31.55693996,69.48866109,0,August
Sivaganga,978.6990652,40.09031179,74.73718821,1,September
Tenkasi,1046.571913,44.07697196,70.44228843,1,October
Thanjavur,1034.213164,27.69155946,74.34356165,1,November
Theni,1044.979282,40.02950249,67.66890471,0,December
Thoothukudi (Tuticorin),969.0499161,40.88503565,73.70332988,1,January
Tiruchirappalli (Trichy),1004.485399,30.15521184,68.69313876,0,February
Tirunelveli,987.8023986,44.87791726,69.97250094,1,March
Tirupathur,1049.175638,27.21690745,66.5699723,1,April
Tiruppur,1013.883228,31.96714136,68.82783256,0,May
Tiruvallur,973.8608965,37.64724917,67.94833314,0,June
Tiruvannamalai,1015.824605,42.91558631,69.85454411,1,July
Tiruvarur,1029.313179,38.36916019,71.93187617,1,August
Vellore,972.6276242,26.01460337,70.57338923,1,September
Viluppuram,1002.822804,39.82469142,72.84890661,1,October
Virudhunagar,1045.997437,28.19370086,70.86418441,1,November
Ariyalur,976.5312566,28.79326464,73.22302472,1,December
Chengalpattu,1011.146652,25.55657677,73.48393268,1,January
Chennai,966.8001825,37.99902988,67.27631539,0,February
Coimbatore,1015.974451,36.75224343,72.10466004,0,March
Cuddalore,971.9325468,31.13849659,66.66374714,1,April
Dharmapuri,1007.263683,36.0832213,74.40385959,1,May
Dindigul,1019.026456,31.50302803,67.98990505,1,June
Erode,1018.929711,30.40710914,71.16379145,0,July
Kallakurichi,962.2855958,32.35637278,74.77800197,0,August
Kanniyakumari,1035.623553,44.2649724,74.82310698,1,September
Kancheepuram,969.5589401,30.67426431,72.26519902,1,October
Mayiladuthurai,1045.412784,34.85960181,68.53056453,1,November
Karur,1008.59628,34.99810754,65.18407095,0,December
Krishnagiri,982.7740688,42.38438507,72.43249753,1,January
Madurai,993.4835427,36.67966638,65.95239989,1,February
Nagapattinam,979.2024943,25.62888675,67.37895786,1,March
Namakkal,992.9932447,26.03619062,68.32481656,1,April
Nilgiris (Udhagamandalam/Ooty),1007.28242,39.43801754,70.55957737,1,May
Perambalur,993.5404432,29.13344518,73.81128176,0,June
Pudukkottai,958.3621689,36.38991329,71.5466917,1,July
Ramanathapuram,1030.717817,28.64426875,71.54767316,0,August
Ranipet,999.8101118,25.69195223,70.68845974,1,September
Salem,952.3178982,25.15442707,70.08177576,1,October
